,Title,Year,Release Date,Rating,Num Raters,Popularity,Runtime (hrs),Budget ($),Revenue ($),Profit ($),Genres,Actors,Keywords,Production Companies,Countries
215,Gone with the Wind,1939,1939-12-15,8.0,3275,20.861,3.88,4000000,402352579,398352579.0,"['Drama', 'War', 'Romance']","['Vivien Leigh', 'Clark Gable', 'Olivia de Havilland', 'Leslie Howard', 'Hattie McDaniel', 'Thomas Mitchell', ""Barbara O'Neil"", 'Evelyn Keyes', 'Ann Rutherford', 'George Reeves', 'Fred Crane', 'Oscar Polk', 'Butterfly McQueen', 'Victor Jory', 'Everett Brown', 'Howard Hickman', 'Alicia Rhett', 'Rand Brooks', 'Carroll Nye', 'Laura Hope Crews', ""Eddie 'Rochester' Anderson"", 'Harry Davenport', 'Leona Roberts', 'Jane Darwell', 'Ona Munson', 'Paul Hurst', 'Isabel Jewell', 'Cammie King', 'Eric Linden', 'J. M. Kerrigan', 'Ward Bond', 'Jackie Moran', 'Cliff Edwards', 'Lillian Kemble-Cooper', 'Yakima Canutt', 'Marcella Martin', 'Louis Jean Heydt', 'Mickey Kuhn', 'Olin Howland', 'Irving Bacon', 'Robert Elliott', 'William Bakewell', 'Mary Anderson', 'John Albright', 'Eric Alden', 'John Arledge', 'Roscoe Ates', 'Trevor Bardette', 'Lennie Bluett', 'Ralph Brooks', 'Daisy Bufford', 'Ann Bupp', 'James Bush', 'Ruth Byers', 'Gary Carlson', 'Horace B. Carpenter', 'Louise Carter', 'Shirley Chambers', 'Eddy Chandler', 'Wallis Clark', 'Richard Clucas', 'Frank Coghlan Jr.', 'Billy Cook', 'Gino Corrado', 'Martina Cortina', 'Luke Cosgrave', 'Kernan Cripps', 'Patrick Curtis', 'Ned Davenport', ""Yola d'Avril"", 'Lester Dorr', 'Phyllis Douglas', 'Joan Drake', 'F. Driver', 'Edythe Elliott', 'Susan Falligant', 'Richard Farnsworth', 'Frank Faylen', 'Kelly Griffin', 'George Hackathorne', 'Chuck Hamilton', 'Evelyn Harding', 'Inez Hatchett', 'Jean Heker', 'William Hoehne Jr.', 'Ricky Holt', 'Shep Houghton', 'Jerry James', 'Si Jenks', 'Tommy Kelly', 'Emmett King', 'W. Kirby', 'Timothy J. Lonergan', 'Margaret Mann', 'William McClain', 'George Meeker', 'Charles Middleton', 'Alberto Morin', 'Adrian Morris', 'Lee Murray', 'H. Nellman', 'David Newell', 'Naomi Pharr', 'Lee Phelps', 'Spencer Quinn', 'Jolane Reynolds', 'Marjorie Reynolds', 'Suzanne Ridgeway', 'Louisa Robert', 'Azarene Rogers', 'Scott Seaton', 'Tom Seidel', 'Terry Shero', 'William Stack', 'William Stelling', 'Harry Strang', 'Dirk Wayne Summers', 'Emerson Treacy', 'Phillip Trent', 'Julia Ann Tuck', 'Tom Tyler', 'Dale van Sickel', 'E. Alyn Warren', 'Blue Washington', 'Rita Waterhouse', 'John Joseph Waterman Jr.', 'Dan White', 'Sarah Whitley', 'Ernest Whitman', 'Guy Wilkerson', 'Zack Williams', 'John Wray', 'Arthur Tovey']","['Southern Usa', 'Loss Of Loved One', 'Based On Novel Or Book', 'Marriage Proposal', 'Atlanta', 'Plantation', 'Typhus', 'Business Woman', 'Marriage Crisis', 'Romance', 'American Civil War', 'Technicolor', 'Old South', 'Early America']","['Selznick International Pictures', 'Metro-Goldwyn-Mayer']",['United States of America']
216,Home Alone,1990,1990-11-16,7.4,8982,2.285,1.72,18000000,476684675,458684675.0,"['Comedy', 'Family']","['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard', ""Catherine O'Hara"", 'Roberts Blossom', 'Devin Ratray', 'Michael C. Maronna', 'Hillary Wolf', 'Angela Goethals', 'Gerry Bamman', 'Terrie Snell', 'Daiana Campeanu', 'Kieran Culkin', 'Kristin Minter', 'John Candy', 'Ralph Foody', 'Michael Guido', 'Larry Hankin', 'Ken Hudson Campbell', 'Hope Davis', 'Billie Bird', 'Bill Erwin', 'Jeffrey Wiseman', 'Virginia Smith', 'Ray Toler', 'Clarke Devereux', 'D. Danny Warhol', 'Matt Doherty', 'Jedidiah Cohen', 'Senta Moses', 'Anna Slotky', 'Gerry Becker', 'Victor Cole', 'Porscha Radcliffe', 'Brittany Radcliffe', 'Peter Siragusa', 'Alan Wilder', 'Dianne B. Shaw', 'James Ryan', 'Mark Beltzman', 'Ann Whitney', 'Jim Ortlieb', 'Monica Devereux', 'Lynn Mansbach', 'Tracy J. Connor', 'Sandra Macat', 'Richard J. Firfer', 'Kate Johnson', 'Michael Hansen', 'Peter Pantaleo', 'Jean-Claude Sciore', 'Edward Bruzan', 'Frank Cernugel', 'Eddie Korosa', 'Robert Okrzesik', 'Leo Perion', 'Vince Waidzulis', 'John Hardy']","['Holiday', 'Burglar', 'Slapstick', 'Little Boy', 'Family Relationships', 'Home Invasion', 'Precocious Child', 'Booby Trap', 'Home Alone', 'Suburban Chicago', 'Mischievous Child', 'Christmas', 'Kids On Their Own', 'Child Rescue']","['Hughes Entertainment', '20th Century Fox']",['United States of America']
217,Home Alone 2: Lost in New York,1992,1992-11-19,6.7,7745,43.61,2.00,18000000,358994850,340994850.0,"['Comedy', 'Family', 'Adventure']","['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', ""Catherine O'Hara"", 'John Heard', 'Devin Ratray', 'Hillary Wolf', 'Maureen Elisabeth Shay', 'Michael C. Maronna', 'Gerry Bamman', 'Terrie Snell', 'Jedidiah Cohen', 'Senta Moses', 'Daiana Campeanu', 'Kieran Culkin', 'Anna Slotky', 'Tim Curry', 'Brenda Fricker', 'Eddie Bracken', 'Dana Ivey', 'Rob Schneider', 'Leigh Zimmerman', 'Ralph Foody', 'Clare Hoak', 'Monica Devereux', 'Bob Eubanks', 'Rip Taylor', 'Jaye P. Morgan', 'Jimmie Walker', 'Patricia Devereux', 'Aimee Devereux', 'A.M. Columbus', 'Joe Liss', 'Teri McEvoy', 'Ally Sheedy', 'Harry Hutchinson', 'Clarke Devereux', 'Sandra Macat', 'Venessia Valentino', 'Andre Lachaumette', 'Rick Shafer', 'Rod Sell', 'Ron Canada', 'Cedric Young', ""William D'Ambra"", 'Mark Morettini', 'Fred Krause', 'James Cole', 'Donald Trump', 'Warren Rice', 'Thomas Civitano', 'Daniel Dassin', 'Donna Black', 'Abdoulaye NGom', 'Peter Pantaleo', 'Michael Hansen', 'Michael Goldfinger', 'Mario Todisco', 'Anthony Cannata', 'Eleanor Columbus', 'Karen Giordano', 'Fran McGee', 'Leonard Tepper', 'Kevin Thomas', 'Al Cerullo', 'Dan Buckman', 'Laurence S. Chess', 'Chris Columbus', 'Jonathon Gentry', 'Eric Ian', 'Karen Jensen-Clark', 'Jeffrey Landman', 'Eden Riegel', 'Mike Sode', 'Paul Zimmerman']","['Holiday', 'New York City', 'Burglar', 'Slapstick', 'Sequel', 'Little Boy', 'Family Relationships', 'Home Invasion', 'Family', 'Precocious Child', 'Home Alone', 'Mischievous Child', 'Christmas', 'Kids On Their Own', 'Child Rescue']","['20th Century Fox', 'Hughes Entertainment']",['United States of America']
218,Little Miss Sunshine,2006,2006-07-26,7.7,5707,13.129,1.70,8000000,100523181,92523181.0,"['Comedy', 'Drama']","['Greg Kinnear', 'Toni Collette', 'Steve Carell', 'Paul Dano', 'Abigail Breslin', 'Alan Arkin', 'Bryan Cranston', 'Beth Grant', 'Wallace Langham', 'Matt Winston', 'Julio Oscar Mechoso', 'Marc Turtletaub', 'Jill Talley', 'Brenda Canela', 'Chuck Loring', 'Justin Shilton', 'Gordon Thomson', 'Steven Christopher Parker', 'John Walcutt', 'Paula Newsome', 'Dean Norris', 'Lauren Shiohama', 'Mary Lynn Rajskub', 'Jerry Giles', 'Geoff Meed', 'Joan Scheckel', 'Mel Rodriguez', 'Casandra Ashe', 'Terry Bolo']","['Sibling Relationship', 'California', 'Husband Wife Relationship', ""Family'S Daily Life"", 'Highway', 'Literature Professor', 'Beauty Contest', 'Beauty Queen Contest', 'Road Trip', 'Family Relationships', 'Family Holiday', 'Road Movie', 'Woman Director', 'Beauty Pageant']","['Fox Searchlight Pictures', 'Bona Fide Productions', 'Big Beach']",['United States of America']
219,Gattaca,1997,1997-09-07,7.6,5120,18.116,1.77,36000000,12532777,-23467223.0,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']","['Ethan Hawke', 'Uma Thurman', 'Jude Law', 'Alan Arkin', 'Loren Dean', 'Gore Vidal', 'Tony Shalhoub', 'Ernest Borgnine', 'Blair Underwood', 'Xander Berkeley', 'Jayne Brook', 'William Lee Scott', 'Una Damon', 'Elias Koteas', 'Maya Rudolph', 'Elizabeth Dennehy', 'Mason Gamble', 'Vincent Nielson', 'Chad Christ', 'Clarence Graham', 'Carlton Benbry', 'Grace Sullivan', 'Ken Marino', 'Cynthia Martells', 'Gabrielle Reece', 'Ryan Dorin', 'Dean Norris', 'Russell Milton', 'George Marshall Ruge', 'Steve Bessen', 'Lindsey Ginter', 'Greg Sestero']","['Paraplegic', 'Suicide Attempt', 'Cheating', 'Dna', 'Spaceman', 'New Identity', 'Heart Disease', 'Fake Identity', 'Blood Sample', 'Biotechnology', 'Space Mission', 'Dystopia', 'Investigation', 'Genetics', 'Hostility', 'Exercise', 'Eugenics']","['Jersey Films', 'Columbia Pictures']",['United States of America']
220,Almost Famous,2000,2000-09-15,7.5,2158,19.377,2.03,60000000,47386287,-12613713.0,"['Drama', 'Music']","['Kate Hudson', 'Anna Paquin', 'Zooey Deschanel', 'Patrick Fugit', 'Billy Crudup', 'Frances McDormand', 'Jason Lee', 'Michael Angarano', 'Fairuza Balk', 'Noah Taylor', 'Philip Seymour Hoffman', 'Jimmy Fallon', 'Rainn Wilson', 'Jay Baruchel', 'John Fedevich', 'Mark Kozelek', 'Liz Stauber', 'Olivia Rosewood', 'Bijou Phillips', 'Pauley Perrette', 'Peter Frampton', 'Mark Pellington', 'Eion Bailey', 'J.J. Cohen', 'Gary Kohn', 'Ray Porter', 'Alice Marie Crowe', 'Erin Foley', 'Terry Chen', 'Mitch Hedberg', 'Jesse Caron', 'Zack Ward', 'Devin Corey', 'Pete Droge', 'Elaine Summers', 'Kevin Sussman', 'Tom Riis Farrell', 'John Patrick Amedori', 'Julia Decker', 'Brian Vaughan', 'Anthony Martelli', 'Susan Yeagley', 'Holly Maples', 'Michelle Moretti', 'Eric Stonestreet', 'Marc Maron', 'Ana Maria Quintana', 'Nick Swardson', 'Evis Xheneti']","[""Rock 'N' Roll"", 'Hotel Room', 'San Diego, California', 'Drug Addiction', 'Stewardess', 'Overdose', 'Groupie', 'Music Journalist', 'Heavy Metal', 'Concert', 'Swimming Pool', 'Based On True Story', 'Promiscuity', 'Coming Of Age', 'On The Road', 'Domineering Mother', 'Reconciliation', 'Semi Autobiographical', 'Innocence Lost', 'Bus Trip', 'Aspiring Writer', 'Teenager']","['Columbia Pictures', 'Vinyl Films', 'DreamWorks Pictures']",['United States of America']
221,Mr. & Mrs. Smith,2005,2005-06-07,6.7,8587,30.183,2.00,110000000,487287646,377287646.0,"['Action', 'Comedy', 'Drama', 'Thriller']","['Brad Pitt', 'Angelina Jolie', 'Vince Vaughn', 'Adam Brody', 'Kerry Washington', 'Keith David', 'Chris Weitz', 'Rachael Huntley', 'Michelle Monaghan', 'Stephanie March', 'Jennifer Morrison', 'Theresa Barrera', 'Perrey Reeves', 'Melanie Tolbert', 'Jerry T. Adams', 'Elijah Alexander', 'Hans F. Alexander', 'Lauryn Alvarez', 'Burke Armstrong', 'Ron Bottitta', 'Earl H. Bullock', 'Miguel Angel Caballero', 'Victor A. Chapa', 'Maree Cheatham', 'Laine Collins', 'Noah Dahl', 'Merrilee Dale', 'Chris Daniels', 'Patrika Darbo', 'Jennifer DeMille', 'Tyce Diorio', 'Patricia Donaldson', 'Sabi Dorr', 'Greg Ellis', 'David Escobedo', 'Kaela Freeman', 'Megan Gallagher', 'Amy Hathaway', 'Jessica Hedden', 'Kathrine Herzer', 'Nigel Hudson', 'Ravil Isyanov', 'Stephanie Ittleson', 'Mark Ivanir', 'Benton Jennings', 'Simon Kinberg', 'Peter Lavin', 'Deren Tadlock', 'Sean Mahon', 'Kevin Makely', 'Mike McCaul', 'Derek Medina', 'Will Moore', 'Joel Munoz', 'Mark Newsom', 'Richie Ornelas', 'Jordan Osher', 'Edward Padilla', 'Eugene C. Palmer', 'Luis Racer', 'Liz Ramos', 'Leonard Robinson', 'Felix A. Ruiz', 'Sam Sabbah', 'Kim Schioldan', 'Ty Sharp', 'Jimmy Shubert', 'Abigail Rose Solomon', 'Hannah Von Kanel', 'Ali Marsh', 'Kim H. Winther', 'Michael Winther', 'Michael-John Wolfe', 'Jeff Yagher', 'Bryan Anthony', 'Douglas Caldwell', 'R.J. Durell', 'Melissa Hurley', 'Jacqui Landrum', 'Carol Mack', 'Michael Morris', 'Gloria Rodriguez', 'Linda Kathleen Taylor', 'Anne Vardanian', 'Ara Vardanian', 'Luis Vasquez', 'John W. Woodruff', 'Angela Bassett', 'William Fichtner', 'David Block', 'John Branch', 'Julius Callahan', 'Shilo Frontierro', 'Lisa Gabriel', 'Tony Longo', 'Janelle Marra', 'Heather Petrone', 'Bill Viney', 'Hawk Younkins', 'Matt McColm', 'Mo Gallini']","['Bomb', 'Assassin', 'Secret Identity', 'Assault Rifle', 'Gun', 'Married Couple', 'Hitman', 'Decoy', 'Secret Agent', 'Marriage Crisis', 'Marriage', 'Dysfunctional Marriage', 'Gunfight', 'Bullet Wound']","['Epsilon Motion Pictures', 'Weed Road Pictures', 'Regency Enterprises', 'New Regency Pictures', 'Summit Entertainment']","['China', 'United States of America']"
222,Mrs. Doubtfire,1993,1993-11-24,7.2,5093,20.555,2.08,25000000,441286195,416286195.0,"['Comedy', 'Drama', 'Family']","['Robin Williams', 'Sally Field', 'Pierce Brosnan', 'Lisa Jakub', 'Matthew Lawrence', 'Mara Wilson', 'Harvey Fierstein', 'Robert Prosky', 'Polly Holliday', 'Anne Haney', 'Scott Capurro', 'Sydney Walker', 'Joe Bellan', 'Martin Mull', 'Terence McGovern', 'Karen Kahn', 'Eva Gholson', 'James Cunningham', 'Ralph Peduto', 'Scott Beach', 'Juliette Marshall', 'Drew Letchworth', 'Jessica Myerson', 'Sharon Lockwood', 'Jim Cullen', 'Kenneth Loo', 'Jeff Loo', 'Betsy Monroe', 'Joseph Narducci', 'James Cranna', 'Dr. Toad', 'Adele Proom', 'Rick Overton', 'Dan Spencer', 'Paul Guilfoyle', 'Molly McClure', 'Andy Prosky', 'William Newman', 'Christopher Pray', 'Geoff Bolt', 'Dick Bright', 'Adam Bryant', 'Tavia Cathcart', 'C. Beau Fitzsimons', 'Jeff Moeller', 'Benne Alder', 'Raja Gosnell', 'Garrett Griffin', 'Smadar Hanson', 'Marshal Hilton', 'Mary Mackey', 'Erika Pearson', 'Tim Silano']","['San Francisco, California', 'Transvestite', 'Parent Child Relationship', 'Restaurant', 'Nanny', 'Social Worker', 'Mask', 'Fake Identity', 'Custody Battle', 'Responsibility', 'Voice Acting', 'Divorced Couple']","['20th Century Fox', 'Blue Wolf Productions']",['United States of America']
223,Platoon,1986,1986-12-19,7.7,3551,21.027,2.00,6000000,138530565,132530565.0,"['Drama', 'War', 'Action']","['Charlie Sheen', 'Willem Dafoe', 'Johnny Depp', 'Forest Whitaker', 'Tom Berenger', 'Keith David', 'Francesco Quinn', 'Kevin Dillon', 'John C. McGinley', 'Reggie Johnson', 'Mark Moses', 'Corey Glover', 'Chris Pedersen', 'Bob Orwig', 'Corkey Ford', 'David Neidorf', 'Richard Edson', 'Tony Todd', 'Kevin Eshelman', 'James Terry McIlvain', 'J. Adam Glover', 'Ivan Kane', 'Paul Sanchez', 'Dale Dye', 'Peter Hicks', 'Basile Achara', 'Steve Barredo', 'Chris Castillejo', 'Andrew B. Clark', 'Bernardo Manalili', 'Than Rogers', 'Li Thi Van', 'Clarisa Ortacio', 'Romy Sevilla', 'Matthew Westfall', 'Nick Nicholson', 'Warren McLean', 'Li Mai Thao', 'Ron Barracks', 'H. Gordon Boos', ""Robert 'Rock' Galotti"", 'Oliver Stone', 'Brad Cassini', 'Mark Ebenhoch']","['Ambush', 'War Crimes', 'Mine', 'Bunker', 'Vietnam War', 'Dying And Death', 'Village', 'Jungle', 'Infantry', 'Gang Rape', 'Soldier', 'Battle', 'Violent Death', 'False Accusations', 'Platoon', 'Combat', 'Casualty Of War', 'Marijuana Joint', 'Marijuana Pipe', 'Anti War', 'Wounded Soldier', 'Conscripts', 'Military Draft', 'Violent Man', 'American Soldiers', 'Tour Of Duty', 'Murder Witness', 'Army Vs Civilians', 'War Crime']","['Hemdale Film Corporation', 'Cinema 86', 'Cinema 84']","['United States of America', 'United Kingdom']"
224,"Good Morning, Vietnam",1987,1987-12-23,7.3,2110,14.5,2.02,13000000,123922370,110922370.0,"['Comedy', 'Drama', 'War']","['Robin Williams', 'Forest Whitaker', 'Tung Thanh Tran', 'Chintara Sukapatana', 'Bruno Kirby', 'Robert Wuhl', 'J. T. Walsh', 'Noble Willingham', 'Richard Edson', 'Juney Smith', 'Richard Portnow', 'Cu Ba Nguyen', 'Dan Stanton', 'Don Stanton', 'Floyd Vivino', 'Vanlap Sangko', 'Sangad Sangkao', 'Kien Chufak', 'Christopher Mangan']","[""Rock 'N' Roll"", 'Radio Station', 'War Crimes', 'Entertainer', 'Explosive', 'Cynic', 'Radio', 'Vietnam War', 'Vietcong', 'Gi', 'U.S. Air Force', 'Dying And Death', 'Radio Presenter', 'Saigon', 'Provocation', 'Right And Justice']","['Touchstone Pictures', 'Silver Screen Partners III']",['United States of America']
225,The Omen,2006,2006-06-06,5.5,831,22.777,1.83,25000000,119188334,94188334.0,['Horror'],"['Liev Schreiber', 'Julia Stiles', 'Seamus Davey-Fitzpatrick', 'David Thewlis', 'Pete Postlethwaite', 'Mia Farrow', 'Predrag Bjelac', 'Carlo Sabatini', 'Amy Huck', 'Michael Gambon', 'Giovanni Lombardo Radice', 'Harvey Stephens', 'Tomas Wooler', 'Baby Zikova', 'Baby Morvas', 'Baby Muller', 'Baby Litera', 'Alessandra Vanzi']","['Monk', 'Prophecy', 'Parent Child Relationship', 'Ambassador', 'Nanny', ""Devil'S Son"", 'Birthmark', 'Omen', 'Animal Attack', 'Photography', 'Murder', 'Hospital', 'Pentagram', 'Cowardliness', 'Church', 'Demon', 'Death', 'Archaeologist', 'Catholicism', 'Catholic Priest']",['20th Century Fox'],['United States of America']
226,Se7en,1995,1995-09-22,8.3,17095,41.197,2.12,33000000,327311859,294311859.0,"['Crime', 'Mystery', 'Thriller']","['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow', 'Kevin Spacey', 'R. Lee Ermey', 'John C. McGinley', 'Julie Araskog', 'Mark Boone Junior', 'John Cassini', 'Reg E. Cathey', 'Peter Crombie', 'Richard Roundtree', 'Richard Schiff', 'Hawthorne James', 'Michael Massee', 'Leland Orser', 'Richard Portnow', 'Daniel Zacapa', 'Alfonso Freeman', 'Harris Savides', 'Andrew Kevin Walker', 'Pamala Tyson', 'Richmond Arquette', 'Emily Wagner', 'Shannon Wilcox', 'George Christy', 'Endre Hules', 'William Davidson', 'Bob Collins', 'Dominique Jennings', 'Allan Kolman', 'Gene Borkan', 'Mario Di Donato', 'Harrison White', 'Bob Stephenson', 'Michael Reid MacKay', 'Lennie Loftin', 'Martin Serene', 'David Correia', 'Lexie Bigham', 'Evan Mirand', 'Paul Eckstein', 'Rachel Flanagan', 'Heidi Schanz', 'Brian Evers', 'James Deeth', 'Charles A. Tamburro', 'Charles S. Dutton', 'Arthur Max']","['Self-Fulfilling Prophecy', 'Detective', 'S.W.A.T.', 'Drug Dealer', 'Evisceration', 'Lust And Impulsiveness', 'Rage And Hate', 'Pride And Vanity', 'Immoderateness', 'Insomnia', 'Investigation', 'Pension', 'Police', 'Serial Killer', 'Whodunit', 'Neo-Noir']","['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",['United States of America']
227,Shrek,2001,2001-05-18,7.7,13878,142.407,1.50,60000000,487853320,427853320.0,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow', 'Vincent Cassel', 'Peter Dennis', 'Clive Pearse', 'Jim Cummings', 'Bobby Block', 'Chris Miller', 'Cody Cameron', 'Kathleen Freeman', 'Michael Galasso', 'Christopher Knights', 'Simon J. Smith', 'Conrad Vernon', 'Jacquie Barnbrook', 'Guillaume Aretos', 'John Bisom', 'Matthew Gonder', 'Calvin Remsberg', 'Jean-Paul Vignon', 'Val Bettin', 'Andrew Adamson', 'Jack Angel', 'Bob Bergen', 'Rodger Bumpass', 'Patty Cornell', 'Aleksandar Cvjetkovic', 'Charles Dennis', 'Paul Eiding', 'Mehmet Ali Erbil', 'Bill Farmer', 'Susan Fitzer', 'Elisa Gabrielli', 'Gary A. Hecker', 'Richard Steven Horvitz', 'Phillip Ingram', 'Carole Jeghers', 'Mickie McGowan', 'Phil Proctor', 'Frank Welker', 'Patrick Pinney']","['Magic', 'Liberation', 'Lordship', 'Prince', 'Castle', 'Fairy Tale', 'Donkey', 'Robin Hood', 'Enchantment', 'Swamp', 'Princess', 'Parody', 'Anthropomorphism', 'Dragon', 'Woman Director', 'Ogre']","['DreamWorks Animation', 'DreamWorks Pictures', 'Pacific Data Images']",['United States of America']
228,Shrek 2,2004,2004-05-19,7.2,9976,139.816,1.55,150000000,928760770,778760770.0,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Julie Andrews', 'Antonio Banderas', 'John Cleese', 'Rupert Everett', 'Jennifer Saunders', 'Aron Warner', 'Kelly Asbury', 'Cody Cameron', 'Conrad Vernon', 'Christopher Knights', 'David P. Smith', 'Mark Moseley', 'Kelly Cooney', 'Wendy Bilanski', 'Larry King', 'Guillaume Aretos', 'Chris Miller', 'Latifa Ouaou', 'Alina Phelan', 'Erika Thomas', 'Joan Rivers', 'Andrew Adamson']","['Prison', 'Magic', 'Liberation', 'Honeymoon', 'Prince', 'Fairy Tale', 'Parents-In-Law', 'Donkey', 'Kingdom', 'Enchantment', 'Transformation', 'Princess', 'Sequel', 'Anthropomorphism', 'Dragon', 'Ogre']","['DreamWorks Pictures', 'Pacific Data Images', 'DreamWorks Animation']",['United States of America']
229,Shrek the Third,2007,2007-05-17,6.3,7399,82.736,1.55,160000000,813367380,653367380.0,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Julie Andrews', 'John Cleese', 'Rupert Everett', 'Eric Idle', 'Justin Timberlake', 'Susanne Blakeslee', 'Cody Cameron', 'Larry King', 'Christopher Knights', 'John Krasinski', 'Ian McShane', 'Cheri Oteri', 'Regis Philbin', 'Amy Poehler', 'Seth Rogen', 'Maya Rudolph', 'Amy Sedaris', 'Conrad Vernon', 'Aron Warner', 'Jasper Johannes Andrews', 'Guillaume Aretos', 'Kelly Asbury', 'Zachary James Bernard', 'Andrew Birch', 'Sean Bishop', 'Kelly Cooney', 'Walt Dohrn', 'Dante James Hauser', 'Jordan Alexander Hauser', 'Tom Kane', 'Tom McGrath', 'Chris Miller', 'Latifa Ouaou', 'Alina Phelan', 'David P. Smith', 'Mark Valley', 'Kari Wahlgren']","['Ambush', 'Sadness', 'Stage', 'Liberation Of Prisoners', 'Island', 'Traitor', 'Shipwreck', 'Prince', 'Pregnancy', 'Ship', 'Donkey', 'Kingdom', 'Theater Play', 'Transformation', 'Conciliation', 'Tricks', 'Heir To The Throne', 'Assault', 'Boarding School', 'Teacher', 'Best Friend', 'Dragon', 'Cowardliness', 'Capture', 'Duringcreditsstinger', 'Ogre']","['DreamWorks Animation', 'Pacific Data Images']",['United States of America']
230,Aladdin,1992,1992-11-25,7.6,9660,74.011,1.50,28000000,504050219,476050219.0,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']","['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman', 'Gilbert Gottfried', 'Frank Welker', 'Douglas Seale', 'Brad Kane', 'Lea Salonga', 'Bruce Adler', 'Charlie Adler', 'Jack Angel', 'Corey Burton', 'Philip L. Clarke', 'Jim Cummings', 'Jennifer Darling', 'Debi Derryberry', 'Bruce Gooch', 'Jerry Houser', 'Vera Lockwood', 'Sherry Lynn', 'Mickie McGowan', 'Patrick Pinney', 'Phil Proctor', 'Hal Smith', 'Teddy Newton']","['Magic', 'Parrot', 'Musical', 'Tiger', 'Sultan', 'Flying Carpet', 'Wish', 'Cartoon', 'Princess', 'Love', 'Monkey', 'Arab', 'Aftercreditsstinger', 'Genie', 'Arabian Nights', 'Animal Sidekick', 'Magic Lamp']","['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America']
231,Airplane!,1980,1980-07-02,7.3,3534,17.121,1.47,3500000,83453539,79953539.0,['Comedy'],"['Robert Hays', 'Julie Hagerty', 'Leslie Nielsen', 'Kareem Abdul-Jabbar', 'Lloyd Bridges', 'Peter Graves', 'Lorna Patterson', 'Robert Stack', 'Jim Abrahams', 'Jonathan Banks', 'Stephen Stucker', 'Frank Ashmore', 'Craig Berenson', 'Barbara Billingsley', 'Lee Bryant', 'Joyce Bulifant', 'Mae E. Campbell', 'Ethel Merman', 'Jimmie Walker', 'Jill Whelan', 'Nora Meerbaum', 'Kenneth Tobey', 'James Hong', 'Michelle Stacy', 'David Leisure', 'Ann Nelson', 'Al White', 'Nicholas Pryor', ""Cyril O'Reilly"", 'Ted Chapman', 'Jesse Emmett', 'Norman Alexander Gibbs', 'Amy Gibson', 'Marcy Goldman', 'Bob Gorman', 'Rossie Harris', 'Maurice Hill', 'David Hollander', 'Howard Honig', 'Gregory Itzin', 'Howard Jarvis', 'Michael Laurence', 'Zachary Lewis', 'Barbara Mallory', 'Maureen McGovern', 'Mary Mercier', 'Len Mooy', 'Laura Nix', ""John O'Leary"", 'Bill Porter', 'Conrad E. Palmisano', 'Mallory Sandler', 'Robert Starr', 'Barbara Stuart', 'Lee Terri', 'William Tregoe', 'Hatsuo Uda', 'Herb Voland', 'John David Wilder', 'Windy', 'Jason Wingreen', 'Louise Yaffe', 'Charlotte Zucker', 'David Zucker', 'Jerry Zucker', 'Kitten Natividad']","['Chicago, Illinois', 'Alcohol', 'Cataclysm', 'Guitar', 'Medicine', 'Taxi Driver', 'Passenger', 'Saxophone', 'Stewardess', 'Pilot', 'Airplane', 'Fear Of Flying', 'Air Controller', 'Landing', 'Autopilot', 'Kiss', 'Parody', 'Spoof', 'Los Angeles, California', 'Alcohol Abuse', 'Aftercreditsstinger', 'Anarchic Comedy']",['Paramount'],['United States of America']
